template,count,first_seen,last_seen,sample
Slow response detected endpoint=/api/cart latency=1926ms,1,2026-06-01T19:40:51.553Z,2026-06-01T19:40:51.553Z,Slow response detected endpoint=/api/cart latency=1926ms
Slow response detected endpoint=/api/cart latency=812ms,1,2026-06-01T19:41:39.868Z,2026-06-01T19:41:39.868Z,Slow response detected endpoint=/api/cart latency=812ms
Slow response detected endpoint=/api/cart latency=1796ms,1,2026-06-01T19:42:07.751Z,2026-06-01T19:42:07.751Z,Slow response detected endpoint=/api/cart latency=1796ms
Slow response detected endpoint=/api/cart latency=1178ms,1,2026-06-01T19:43:00.634Z,2026-06-01T19:43:00.634Z,Slow response detected endpoint=/api/cart latency=1178ms
Slow response detected endpoint=/api/cart latency=1359ms,1,2026-06-01T19:43:12.149Z,2026-06-01T19:43:12.149Z,Slow response detected endpoint=/api/cart latency=1359ms
Slow response detected endpoint=/api/cart latency=2308ms,1,2026-06-01T19:43:22.796Z,2026-06-01T19:43:22.796Z,Slow response detected endpoint=/api/cart latency=2308ms
Slow response detected endpoint=/api/cart latency=1278ms,1,2026-06-01T19:43:33.817Z,2026-06-01T19:43:33.817Z,Slow response detected endpoint=/api/cart latency=1278ms
Slow response detected endpoint=/api/cart latency=956ms,1,2026-06-01T19:43:37.771Z,2026-06-01T19:43:37.771Z,Slow response detected endpoint=/api/cart latency=956ms
Slow response detected endpoint=/api/cart latency=1548ms,1,2026-06-01T19:43:53.033Z,2026-06-01T19:43:53.033Z,Slow response detected endpoint=/api/cart latency=1548ms
Slow response detected endpoint=/api/cart latency=1072ms,1,2026-06-01T19:43:56.492Z,2026-06-01T19:43:56.492Z,Slow response detected endpoint=/api/cart latency=1072ms
Slow response detected endpoint=/api/cart latency=1247ms,1,2026-06-01T19:44:14.871Z,2026-06-01T19:44:14.871Z,Slow response detected endpoint=/api/cart latency=1247ms
Slow response detected endpoint=/api/cart latency=2702ms,1,2026-06-01T19:44:36.517Z,2026-06-01T19:44:36.517Z,Slow response detected endpoint=/api/cart latency=2702ms
Slow response detected endpoint=/api/cart latency=2262ms,1,2026-06-01T19:44:41.652Z,2026-06-01T19:44:41.652Z,Slow response detected endpoint=/api/cart latency=2262ms
Slow response detected endpoint=/api/cart latency=2778ms,1,2026-06-01T19:44:54.531Z,2026-06-01T19:44:54.531Z,Slow response detected endpoint=/api/cart latency=2778ms
Slow response detected endpoint=/api/cart latency=1931ms,1,2026-06-01T19:45:10.512Z,2026-06-01T19:45:10.512Z,Slow response detected endpoint=/api/cart latency=1931ms
Slow response detected endpoint=/api/cart latency=2067ms,1,2026-06-01T19:46:00.198Z,2026-06-01T19:46:00.198Z,Slow response detected endpoint=/api/cart latency=2067ms
Slow response detected endpoint=/api/cart latency=2401ms,1,2026-06-01T19:46:12.202Z,2026-06-01T19:46:12.202Z,Slow response detected endpoint=/api/cart latency=2401ms
Slow response detected endpoint=/api/cart latency=1933ms,1,2026-06-01T19:47:12.678Z,2026-06-01T19:47:12.678Z,Slow response detected endpoint=/api/cart latency=1933ms
Slow response detected endpoint=/api/cart latency=1427ms,1,2026-06-01T19:47:49.897Z,2026-06-01T19:47:49.897Z,Slow response detected endpoint=/api/cart latency=1427ms
Slow response detected endpoint=/api/cart latency=1535ms,1,2026-06-01T19:48:47.441Z,2026-06-01T19:48:47.441Z,Slow response detected endpoint=/api/cart latency=1535ms
Slow response detected endpoint=/api/cart latency=2512ms,1,2026-06-01T19:51:25.348Z,2026-06-01T19:51:25.348Z,Slow response detected endpoint=/api/cart latency=2512ms
Slow response detected endpoint=/api/cart latency=941ms,1,2026-06-01T19:51:28.138Z,2026-06-01T19:51:28.138Z,Slow response detected endpoint=/api/cart latency=941ms
Slow response detected endpoint=/api/cart latency=818ms,1,2026-06-01T19:51:48.488Z,2026-06-01T19:51:48.488Z,Slow response detected endpoint=/api/cart latency=818ms
Slow response detected endpoint=/api/cart latency=1670ms,1,2026-06-01T19:53:15.980Z,2026-06-01T19:53:15.980Z,Slow response detected endpoint=/api/cart latency=1670ms
Slow response detected endpoint=/api/cart latency=602ms,1,2026-06-01T19:53:38.973Z,2026-06-01T19:53:38.973Z,Slow response detected endpoint=/api/cart latency=602ms
Slow response detected endpoint=/api/cart latency=571ms,1,2026-06-01T19:54:09.038Z,2026-06-01T19:54:09.038Z,Slow response detected endpoint=/api/cart latency=571ms
Slow response detected endpoint=/api/cart latency=2733ms,1,2026-06-01T19:54:20.798Z,2026-06-01T19:54:20.798Z,Slow response detected endpoint=/api/cart latency=2733ms
Slow response detected endpoint=/api/cart latency=1879ms,1,2026-06-01T19:54:51.297Z,2026-06-01T19:54:51.297Z,Slow response detected endpoint=/api/cart latency=1879ms
Slow response detected endpoint=/api/cart latency=1051ms,1,2026-06-01T19:55:35.541Z,2026-06-01T19:55:35.541Z,Slow response detected endpoint=/api/cart latency=1051ms
Slow response detected endpoint=/api/cart latency=2348ms,1,2026-06-01T19:56:40.427Z,2026-06-01T19:56:40.427Z,Slow response detected endpoint=/api/cart latency=2348ms
Slow response detected endpoint=/api/cart latency=775ms,1,2026-06-01T19:58:07.906Z,2026-06-01T19:58:07.906Z,Slow response detected endpoint=/api/cart latency=775ms
Slow response detected endpoint=/api/cart latency=1590ms,1,2026-06-01T19:58:18.879Z,2026-06-01T19:58:18.879Z,Slow response detected endpoint=/api/cart latency=1590ms
Slow response detected endpoint=/api/cart latency=2924ms,1,2026-06-01T20:02:26.681Z,2026-06-01T20:02:26.681Z,Slow response detected endpoint=/api/cart latency=2924ms
Slow response detected endpoint=/api/cart latency=1503ms,1,2026-06-01T20:05:07.470Z,2026-06-01T20:05:07.470Z,Slow response detected endpoint=/api/cart latency=1503ms
GC overhead limit warning: pause=444ms heap=<num>%,1,2026-06-01T20:05:16.724Z,2026-06-01T20:05:16.724Z,GC overhead limit warning: pause=444ms heap=91%
Slow response detected endpoint=/api/cart latency=1432ms,1,2026-06-01T20:05:38.541Z,2026-06-01T20:05:38.541Z,Slow response detected endpoint=/api/cart latency=1432ms
Slow response detected endpoint=/api/cart latency=1088ms,1,2026-06-01T20:06:14.573Z,2026-06-01T20:06:14.573Z,Slow response detected endpoint=/api/cart latency=1088ms
Slow response detected endpoint=/api/cart latency=2724ms,1,2026-06-01T20:08:45.890Z,2026-06-01T20:08:45.890Z,Slow response detected endpoint=/api/cart latency=2724ms
Slow response detected endpoint=/api/cart latency=2477ms,1,2026-06-01T20:09:19.822Z,2026-06-01T20:09:19.822Z,Slow response detected endpoint=/api/cart latency=2477ms
Slow response detected endpoint=/api/cart latency=1161ms,1,2026-06-01T20:10:08.142Z,2026-06-01T20:10:08.142Z,Slow response detected endpoint=/api/cart latency=1161ms
Slow response detected endpoint=/api/cart latency=2697ms,1,2026-06-01T20:10:21.818Z,2026-06-01T20:10:21.818Z,Slow response detected endpoint=/api/cart latency=2697ms
Slow response detected endpoint=/api/cart latency=2024ms,1,2026-06-01T20:11:31.562Z,2026-06-01T20:11:31.562Z,Slow response detected endpoint=/api/cart latency=2024ms
Slow response detected endpoint=/api/cart latency=2927ms,1,2026-06-01T20:11:50.815Z,2026-06-01T20:11:50.815Z,Slow response detected endpoint=/api/cart latency=2927ms
Slow response detected endpoint=/api/cart latency=1553ms,1,2026-06-01T20:12:04.659Z,2026-06-01T20:12:04.659Z,Slow response detected endpoint=/api/cart latency=1553ms
Slow response detected endpoint=/api/cart latency=999ms,1,2026-06-01T20:12:09.905Z,2026-06-01T20:12:09.905Z,Slow response detected endpoint=/api/cart latency=999ms
Slow response detected endpoint=/api/cart latency=2861ms,1,2026-06-01T20:13:44.443Z,2026-06-01T20:13:44.443Z,Slow response detected endpoint=/api/cart latency=2861ms
Slow response detected endpoint=/api/cart latency=1454ms,1,2026-06-01T20:14:14.892Z,2026-06-01T20:14:14.892Z,Slow response detected endpoint=/api/cart latency=1454ms
Slow response detected endpoint=/api/cart latency=1391ms,1,2026-06-01T20:14:26.349Z,2026-06-01T20:14:26.349Z,Slow response detected endpoint=/api/cart latency=1391ms
Slow response detected endpoint=/api/cart latency=2572ms,1,2026-06-01T20:14:44.504Z,2026-06-01T20:14:44.504Z,Slow response detected endpoint=/api/cart latency=2572ms
GC overhead limit warning: pause=269ms heap=<num>%,1,2026-06-01T20:18:07.069Z,2026-06-01T20:18:07.069Z,GC overhead limit warning: pause=269ms heap=94%
Slow response detected endpoint=/api/cart latency=1746ms,1,2026-06-01T20:18:20.607Z,2026-06-01T20:18:20.607Z,Slow response detected endpoint=/api/cart latency=1746ms
Slow response detected endpoint=/api/cart latency=1738ms,1,2026-06-01T20:19:13.867Z,2026-06-01T20:19:13.867Z,Slow response detected endpoint=/api/cart latency=1738ms
Slow response detected endpoint=/api/cart latency=2148ms,1,2026-06-01T20:19:15.508Z,2026-06-01T20:19:15.508Z,Slow response detected endpoint=/api/cart latency=2148ms
Slow response detected endpoint=/api/cart latency=1250ms,1,2026-06-01T20:19:26.443Z,2026-06-01T20:19:26.443Z,Slow response detected endpoint=/api/cart latency=1250ms
Slow response detected endpoint=/api/cart latency=2378ms,1,2026-06-01T20:20:42.151Z,2026-06-01T20:20:42.151Z,Slow response detected endpoint=/api/cart latency=2378ms
GC overhead limit warning: pause=364ms heap=<num>%,1,2026-06-01T20:21:51.098Z,2026-06-01T20:21:51.098Z,GC overhead limit warning: pause=364ms heap=93%
Slow response detected endpoint=/api/cart latency=2143ms,1,2026-06-01T20:22:15.347Z,2026-06-01T20:22:15.347Z,Slow response detected endpoint=/api/cart latency=2143ms
Slow response detected endpoint=/api/cart latency=2165ms,1,2026-06-01T20:22:26.522Z,2026-06-01T20:22:26.522Z,Slow response detected endpoint=/api/cart latency=2165ms
Slow response detected endpoint=/api/cart latency=2026ms,1,2026-06-01T20:22:47.250Z,2026-06-01T20:22:47.250Z,Slow response detected endpoint=/api/cart latency=2026ms
Slow response detected endpoint=/api/cart latency=2088ms,1,2026-06-01T20:23:30.010Z,2026-06-01T20:23:30.010Z,Slow response detected endpoint=/api/cart latency=2088ms
Slow response detected endpoint=/api/cart latency=2167ms,1,2026-06-01T20:23:45.824Z,2026-06-01T20:23:45.824Z,Slow response detected endpoint=/api/cart latency=2167ms
Slow response detected endpoint=/api/cart latency=2444ms,1,2026-06-01T20:24:17.061Z,2026-06-01T20:24:17.061Z,Slow response detected endpoint=/api/cart latency=2444ms
Slow response detected endpoint=/api/cart latency=693ms,1,2026-06-01T20:24:42.992Z,2026-06-01T20:24:42.992Z,Slow response detected endpoint=/api/cart latency=693ms
Slow response detected endpoint=/api/cart latency=2115ms,1,2026-06-01T20:27:16.267Z,2026-06-01T20:27:16.267Z,Slow response detected endpoint=/api/cart latency=2115ms
Slow response detected endpoint=/api/cart latency=857ms,1,2026-06-01T20:27:18.716Z,2026-06-01T20:27:18.716Z,Slow response detected endpoint=/api/cart latency=857ms
Slow response detected endpoint=/api/cart latency=2333ms,1,2026-06-01T20:27:48.874Z,2026-06-01T20:27:48.874Z,Slow response detected endpoint=/api/cart latency=2333ms
Slow response detected endpoint=/api/cart latency=2808ms,1,2026-06-01T20:27:49.240Z,2026-06-01T20:27:49.240Z,Slow response detected endpoint=/api/cart latency=2808ms
Slow response detected endpoint=/api/cart latency=2470ms,1,2026-06-01T20:28:08.184Z,2026-06-01T20:28:08.184Z,Slow response detected endpoint=/api/cart latency=2470ms
Slow response detected endpoint=/api/cart latency=836ms,1,2026-06-01T20:28:10.009Z,2026-06-01T20:28:10.009Z,Slow response detected endpoint=/api/cart latency=836ms
Slow response detected endpoint=/api/cart latency=1192ms,1,2026-06-01T20:28:14.928Z,2026-06-01T20:28:14.928Z,Slow response detected endpoint=/api/cart latency=1192ms
Slow response detected endpoint=/api/cart latency=2376ms,1,2026-06-01T20:28:34.650Z,2026-06-01T20:28:34.650Z,Slow response detected endpoint=/api/cart latency=2376ms
Slow response detected endpoint=/api/cart latency=1875ms,1,2026-06-01T20:28:55.729Z,2026-06-01T20:28:55.729Z,Slow response detected endpoint=/api/cart latency=1875ms
Slow response detected endpoint=/api/cart latency=1549ms,1,2026-06-01T20:29:48.854Z,2026-06-01T20:29:48.854Z,Slow response detected endpoint=/api/cart latency=1549ms
Slow response detected endpoint=/api/cart latency=1814ms,1,2026-06-01T20:30:10.535Z,2026-06-01T20:30:10.535Z,Slow response detected endpoint=/api/cart latency=1814ms
GC overhead limit warning: pause=774ms heap=<num>%,1,2026-06-01T20:30:39.815Z,2026-06-01T20:30:39.815Z,GC overhead limit warning: pause=774ms heap=95%
GC overhead limit warning: pause=749ms heap=<num>%,1,2026-06-01T20:30:40.551Z,2026-06-01T20:30:40.551Z,GC overhead limit warning: pause=749ms heap=90%
Slow response detected endpoint=/api/cart latency=615ms,1,2026-06-01T20:30:50.048Z,2026-06-01T20:30:50.048Z,Slow response detected endpoint=/api/cart latency=615ms
Slow response detected endpoint=/api/cart latency=1570ms,1,2026-06-01T20:30:51.687Z,2026-06-01T20:30:51.687Z,Slow response detected endpoint=/api/cart latency=1570ms
Slow response detected endpoint=/api/cart latency=2619ms,1,2026-06-01T20:31:13.103Z,2026-06-01T20:31:13.103Z,Slow response detected endpoint=/api/cart latency=2619ms
Slow response detected endpoint=/api/cart latency=1812ms,1,2026-06-01T20:31:32.441Z,2026-06-01T20:31:32.441Z,Slow response detected endpoint=/api/cart latency=1812ms
Slow response detected endpoint=/api/cart latency=1792ms,1,2026-06-01T20:32:01.877Z,2026-06-01T20:32:01.877Z,Slow response detected endpoint=/api/cart latency=1792ms
Slow response detected endpoint=/api/cart latency=1772ms,1,2026-06-01T20:33:50.709Z,2026-06-01T20:33:50.709Z,Slow response detected endpoint=/api/cart latency=1772ms
Slow response detected endpoint=/api/cart latency=2422ms,1,2026-06-01T20:37:09.224Z,2026-06-01T20:37:09.224Z,Slow response detected endpoint=/api/cart latency=2422ms
Slow response detected endpoint=/api/cart latency=1323ms,1,2026-06-01T20:38:15.038Z,2026-06-01T20:38:15.038Z,Slow response detected endpoint=/api/cart latency=1323ms
Slow response detected endpoint=/api/cart latency=2365ms,1,2026-06-01T20:38:26.249Z,2026-06-01T20:38:26.249Z,Slow response detected endpoint=/api/cart latency=2365ms
GC overhead limit warning: pause=261ms heap=<num>%,1,2026-06-01T20:40:19.609Z,2026-06-01T20:40:19.609Z,GC overhead limit warning: pause=261ms heap=88%
Slow response detected endpoint=/api/cart latency=1010ms,1,2026-06-01T20:40:39.561Z,2026-06-01T20:40:39.561Z,Slow response detected endpoint=/api/cart latency=1010ms
Slow response detected endpoint=/api/cart latency=2672ms,1,2026-06-01T20:40:58.786Z,2026-06-01T20:40:58.786Z,Slow response detected endpoint=/api/cart latency=2672ms
Slow response detected endpoint=/api/cart latency=626ms,1,2026-06-01T20:41:42.304Z,2026-06-01T20:41:42.304Z,Slow response detected endpoint=/api/cart latency=626ms
Slow response detected endpoint=/api/cart latency=830ms,1,2026-06-01T20:41:52.703Z,2026-06-01T20:41:52.703Z,Slow response detected endpoint=/api/cart latency=830ms
Slow response detected endpoint=/api/cart latency=665ms,1,2026-06-01T20:42:09.168Z,2026-06-01T20:42:09.168Z,Slow response detected endpoint=/api/cart latency=665ms
Slow response detected endpoint=/api/cart latency=1260ms,1,2026-06-01T20:43:23.539Z,2026-06-01T20:43:23.539Z,Slow response detected endpoint=/api/cart latency=1260ms
Slow response detected endpoint=/api/cart latency=2559ms,1,2026-06-01T20:43:40.381Z,2026-06-01T20:43:40.381Z,Slow response detected endpoint=/api/cart latency=2559ms
Slow response detected endpoint=/api/cart latency=2948ms,1,2026-06-01T20:44:48.933Z,2026-06-01T20:44:48.933Z,Slow response detected endpoint=/api/cart latency=2948ms
Slow response detected endpoint=/api/cart latency=2812ms,1,2026-06-01T20:45:14.554Z,2026-06-01T20:45:14.554Z,Slow response detected endpoint=/api/cart latency=2812ms
Slow response detected endpoint=/api/cart latency=1707ms,1,2026-06-01T20:47:33.056Z,2026-06-01T20:47:33.056Z,Slow response detected endpoint=/api/cart latency=1707ms
Slow response detected endpoint=/api/cart latency=2193ms,1,2026-06-01T20:48:32.190Z,2026-06-01T20:48:32.190Z,Slow response detected endpoint=/api/cart latency=2193ms
Slow response detected endpoint=/api/cart latency=2551ms,1,2026-06-01T20:48:36.787Z,2026-06-01T20:48:36.787Z,Slow response detected endpoint=/api/cart latency=2551ms
Slow response detected endpoint=/api/cart latency=2661ms,1,2026-06-01T20:49:20.753Z,2026-06-01T20:49:20.753Z,Slow response detected endpoint=/api/cart latency=2661ms
Slow response detected endpoint=/api/cart latency=593ms,1,2026-06-01T20:50:15.000Z,2026-06-01T20:50:15.000Z,Slow response detected endpoint=/api/cart latency=593ms
GC overhead limit warning: pause=387ms heap=<num>%,1,2026-06-01T20:50:31.649Z,2026-06-01T20:50:31.649Z,GC overhead limit warning: pause=387ms heap=86%
Slow response detected endpoint=/api/cart latency=2237ms,1,2026-06-01T20:51:26.888Z,2026-06-01T20:51:26.888Z,Slow response detected endpoint=/api/cart latency=2237ms
Slow response detected endpoint=/api/cart latency=2742ms,1,2026-06-01T20:51:34.036Z,2026-06-01T20:51:34.036Z,Slow response detected endpoint=/api/cart latency=2742ms
Slow response detected endpoint=/api/cart latency=1948ms,1,2026-06-01T20:51:40.716Z,2026-06-01T20:51:40.716Z,Slow response detected endpoint=/api/cart latency=1948ms
Slow response detected endpoint=/api/cart latency=1458ms,1,2026-06-01T20:53:03.381Z,2026-06-01T20:53:03.381Z,Slow response detected endpoint=/api/cart latency=1458ms
Slow response detected endpoint=/api/cart latency=1981ms,1,2026-06-01T20:55:05.402Z,2026-06-01T20:55:05.402Z,Slow response detected endpoint=/api/cart latency=1981ms
Slow response detected endpoint=/api/cart latency=2831ms,1,2026-06-01T20:55:38.391Z,2026-06-01T20:55:38.391Z,Slow response detected endpoint=/api/cart latency=2831ms
Slow response detected endpoint=/api/cart latency=1793ms,1,2026-06-01T20:56:11.322Z,2026-06-01T20:56:11.322Z,Slow response detected endpoint=/api/cart latency=1793ms
Slow response detected endpoint=/api/cart latency=2561ms,1,2026-06-01T20:56:32.403Z,2026-06-01T20:56:32.403Z,Slow response detected endpoint=/api/cart latency=2561ms
Slow response detected endpoint=/api/cart latency=2010ms,1,2026-06-01T20:56:51.840Z,2026-06-01T20:56:51.840Z,Slow response detected endpoint=/api/cart latency=2010ms
Slow response detected endpoint=/api/cart latency=1261ms,1,2026-06-01T20:57:01.488Z,2026-06-01T20:57:01.488Z,Slow response detected endpoint=/api/cart latency=1261ms
Slow response detected endpoint=/api/cart latency=1444ms,1,2026-06-01T20:57:52.879Z,2026-06-01T20:57:52.879Z,Slow response detected endpoint=/api/cart latency=1444ms
Slow response detected endpoint=/api/cart latency=1038ms,1,2026-06-01T20:58:06.273Z,2026-06-01T20:58:06.273Z,Slow response detected endpoint=/api/cart latency=1038ms
Slow response detected endpoint=/api/cart latency=1508ms,1,2026-06-01T20:59:39.858Z,2026-06-01T20:59:39.858Z,Slow response detected endpoint=/api/cart latency=1508ms
Slow response detected endpoint=/api/cart latency=1763ms,1,2026-06-01T20:59:44.389Z,2026-06-01T20:59:44.389Z,Slow response detected endpoint=/api/cart latency=1763ms
Slow response detected endpoint=/api/cart latency=1846ms,1,2026-06-01T21:00:16.695Z,2026-06-01T21:00:16.695Z,Slow response detected endpoint=/api/cart latency=1846ms
Slow response detected endpoint=/api/cart latency=1319ms,1,2026-06-01T21:01:11.969Z,2026-06-01T21:01:11.969Z,Slow response detected endpoint=/api/cart latency=1319ms
Slow response detected endpoint=/api/cart latency=2862ms,1,2026-06-01T21:01:25.588Z,2026-06-01T21:01:25.588Z,Slow response detected endpoint=/api/cart latency=2862ms
Slow response detected endpoint=/api/cart latency=1543ms,1,2026-06-01T21:01:35.613Z,2026-06-01T21:01:35.613Z,Slow response detected endpoint=/api/cart latency=1543ms
Slow response detected endpoint=/api/cart latency=2894ms,1,2026-06-01T21:01:46.279Z,2026-06-01T21:01:46.279Z,Slow response detected endpoint=/api/cart latency=2894ms
Slow response detected endpoint=/api/cart latency=1385ms,1,2026-06-01T21:02:11.941Z,2026-06-01T21:02:11.941Z,Slow response detected endpoint=/api/cart latency=1385ms
Slow response detected endpoint=/api/cart latency=1657ms,1,2026-06-01T21:03:28.071Z,2026-06-01T21:03:28.071Z,Slow response detected endpoint=/api/cart latency=1657ms
Slow response detected endpoint=/api/cart latency=1325ms,1,2026-06-01T21:04:55.050Z,2026-06-01T21:04:55.050Z,Slow response detected endpoint=/api/cart latency=1325ms
GC overhead limit warning: pause=700ms heap=<num>%,1,2026-06-01T21:05:10.487Z,2026-06-01T21:05:10.487Z,GC overhead limit warning: pause=700ms heap=94%
Slow response detected endpoint=/api/cart latency=519ms,1,2026-06-01T21:05:10.581Z,2026-06-01T21:05:10.581Z,Slow response detected endpoint=/api/cart latency=519ms
Slow response detected endpoint=/api/cart latency=747ms,1,2026-06-01T21:06:56.526Z,2026-06-01T21:06:56.526Z,Slow response detected endpoint=/api/cart latency=747ms
Slow response detected endpoint=/api/cart latency=1073ms,1,2026-06-01T21:06:58.965Z,2026-06-01T21:06:58.965Z,Slow response detected endpoint=/api/cart latency=1073ms
Slow response detected endpoint=/api/cart latency=2125ms,1,2026-06-01T21:07:36.103Z,2026-06-01T21:07:36.103Z,Slow response detected endpoint=/api/cart latency=2125ms
Slow response detected endpoint=/api/cart latency=2046ms,1,2026-06-01T21:07:42.020Z,2026-06-01T21:07:42.020Z,Slow response detected endpoint=/api/cart latency=2046ms
Slow response detected endpoint=/api/cart latency=2081ms,1,2026-06-01T21:07:54.011Z,2026-06-01T21:07:54.011Z,Slow response detected endpoint=/api/cart latency=2081ms
Slow response detected endpoint=/api/cart latency=2912ms,1,2026-06-01T21:09:04.252Z,2026-06-01T21:09:04.252Z,Slow response detected endpoint=/api/cart latency=2912ms
Slow response detected endpoint=/api/cart latency=2810ms,1,2026-06-01T21:09:22.179Z,2026-06-01T21:09:22.179Z,Slow response detected endpoint=/api/cart latency=2810ms
Slow response detected endpoint=/api/cart latency=1788ms,1,2026-06-01T21:10:31.319Z,2026-06-01T21:10:31.319Z,Slow response detected endpoint=/api/cart latency=1788ms
Slow response detected endpoint=/api/cart latency=977ms,1,2026-06-01T21:11:32.221Z,2026-06-01T21:11:32.221Z,Slow response detected endpoint=/api/cart latency=977ms
Slow response detected endpoint=/api/cart latency=1064ms,1,2026-06-01T21:12:45.722Z,2026-06-01T21:12:45.722Z,Slow response detected endpoint=/api/cart latency=1064ms
GC overhead limit warning: pause=451ms heap=<num>%,1,2026-06-01T21:15:24.907Z,2026-06-01T21:15:24.907Z,GC overhead limit warning: pause=451ms heap=88%
Slow response detected endpoint=/api/cart latency=1790ms,1,2026-06-01T21:15:38.452Z,2026-06-01T21:15:38.452Z,Slow response detected endpoint=/api/cart latency=1790ms
Slow response detected endpoint=/api/cart latency=2245ms,1,2026-06-01T21:15:56.387Z,2026-06-01T21:15:56.387Z,Slow response detected endpoint=/api/cart latency=2245ms
Slow response detected endpoint=/api/cart latency=2567ms,1,2026-06-01T21:16:50.140Z,2026-06-01T21:16:50.140Z,Slow response detected endpoint=/api/cart latency=2567ms
Slow response detected endpoint=/api/cart latency=673ms,1,2026-06-01T21:17:02.668Z,2026-06-01T21:17:02.668Z,Slow response detected endpoint=/api/cart latency=673ms
Slow response detected endpoint=/api/cart latency=1329ms,1,2026-06-01T21:17:17.261Z,2026-06-01T21:17:17.261Z,Slow response detected endpoint=/api/cart latency=1329ms
Slow response detected endpoint=/api/cart latency=2930ms,1,2026-06-01T21:17:23.886Z,2026-06-01T21:17:23.886Z,Slow response detected endpoint=/api/cart latency=2930ms
Slow response detected endpoint=/api/cart latency=1479ms,1,2026-06-01T21:17:39.481Z,2026-06-01T21:17:39.481Z,Slow response detected endpoint=/api/cart latency=1479ms
Slow response detected endpoint=/api/cart latency=1634ms,1,2026-06-01T21:17:40.989Z,2026-06-01T21:17:40.989Z,Slow response detected endpoint=/api/cart latency=1634ms
Slow response detected endpoint=/api/cart latency=770ms,1,2026-06-01T21:18:08.424Z,2026-06-01T21:18:08.424Z,Slow response detected endpoint=/api/cart latency=770ms
Slow response detected endpoint=/api/cart latency=1596ms,1,2026-06-01T21:18:19.762Z,2026-06-01T21:18:19.762Z,Slow response detected endpoint=/api/cart latency=1596ms
GC overhead limit warning: pause=233ms heap=<num>%,1,2026-06-01T21:18:34.031Z,2026-06-01T21:18:34.031Z,GC overhead limit warning: pause=233ms heap=94%
Slow response detected endpoint=/api/cart latency=2022ms,1,2026-06-01T21:18:35.037Z,2026-06-01T21:18:35.037Z,Slow response detected endpoint=/api/cart latency=2022ms
Slow response detected endpoint=/api/cart latency=2479ms,1,2026-06-01T21:18:53.502Z,2026-06-01T21:18:53.502Z,Slow response detected endpoint=/api/cart latency=2479ms
Slow response detected endpoint=/api/cart latency=2603ms,1,2026-06-01T21:19:00.769Z,2026-06-01T21:19:00.769Z,Slow response detected endpoint=/api/cart latency=2603ms
Slow response detected endpoint=/api/cart latency=572ms,1,2026-06-01T21:19:36.982Z,2026-06-01T21:19:36.982Z,Slow response detected endpoint=/api/cart latency=572ms
Slow response detected endpoint=/api/cart latency=1690ms,1,2026-06-01T21:20:00.628Z,2026-06-01T21:20:00.628Z,Slow response detected endpoint=/api/cart latency=1690ms
Slow response detected endpoint=/api/cart latency=1893ms,1,2026-06-01T21:20:02.299Z,2026-06-01T21:20:02.299Z,Slow response detected endpoint=/api/cart latency=1893ms
Slow response detected endpoint=/api/cart latency=1568ms,1,2026-06-01T21:20:40.138Z,2026-06-01T21:20:40.138Z,Slow response detected endpoint=/api/cart latency=1568ms
Slow response detected endpoint=/api/cart latency=691ms,1,2026-06-01T21:22:33.641Z,2026-06-01T21:22:33.641Z,Slow response detected endpoint=/api/cart latency=691ms
GC overhead limit warning: pause=375ms heap=<num>%,1,2026-06-01T21:23:14.155Z,2026-06-01T21:23:14.155Z,GC overhead limit warning: pause=375ms heap=94%
Slow response detected endpoint=/api/cart latency=2283ms,1,2026-06-01T21:23:27.319Z,2026-06-01T21:23:27.319Z,Slow response detected endpoint=/api/cart latency=2283ms
GC overhead limit warning: pause=464ms heap=<num>%,1,2026-06-01T21:24:06.846Z,2026-06-01T21:24:06.846Z,GC overhead limit warning: pause=464ms heap=97%
Slow response detected endpoint=/api/cart latency=728ms,1,2026-06-01T21:26:10.034Z,2026-06-01T21:26:10.034Z,Slow response detected endpoint=/api/cart latency=728ms
Slow response detected endpoint=/api/cart latency=1756ms,1,2026-06-01T21:26:42.934Z,2026-06-01T21:26:42.934Z,Slow response detected endpoint=/api/cart latency=1756ms
Slow response detected endpoint=/api/cart latency=1918ms,1,2026-06-01T21:26:53.616Z,2026-06-01T21:26:53.616Z,Slow response detected endpoint=/api/cart latency=1918ms
Slow response detected endpoint=/api/cart latency=1441ms,1,2026-06-01T21:27:41.198Z,2026-06-01T21:27:41.198Z,Slow response detected endpoint=/api/cart latency=1441ms
GC overhead limit warning: pause=219ms heap=<num>%,1,2026-06-01T21:28:20.120Z,2026-06-01T21:28:20.120Z,GC overhead limit warning: pause=219ms heap=85%
Slow response detected endpoint=/api/cart latency=2395ms,1,2026-06-01T21:28:42.461Z,2026-06-01T21:28:42.461Z,Slow response detected endpoint=/api/cart latency=2395ms
Slow response detected endpoint=/api/cart latency=736ms,1,2026-06-01T21:28:49.163Z,2026-06-01T21:28:49.163Z,Slow response detected endpoint=/api/cart latency=736ms
Slow response detected endpoint=/api/cart latency=2681ms,1,2026-06-01T21:29:05.275Z,2026-06-01T21:29:05.275Z,Slow response detected endpoint=/api/cart latency=2681ms
Slow response detected endpoint=/api/cart latency=618ms,1,2026-06-01T21:30:47.390Z,2026-06-01T21:30:47.390Z,Slow response detected endpoint=/api/cart latency=618ms
